iter	Logloss
564	0.124837579
565	0.1246662994
566	0.1245220644
567	0.1242915817
568	0.1240292051
569	0.1236526825
570	0.1235122986
571	0.123352485
572	0.1231438225
573	0.1229635949
574	0.122852006
575	0.1224716975
576	0.1222750864
577	0.1219405354
578	0.1215704326
579	0.1214117127
580	0.1210513113
581	0.1208685546
582	0.1207316138
583	0.1204989124
584	0.1204463327
585	0.1203400207
586	0.1201285804
587	0.1197679836
588	0.119471346
589	0.1192696724
590	0.1190868195
591	0.1187788693
592	0.1184880652
593	0.1183948844
594	0.1182554341
595	0.1178947788
596	0.117620007
597	0.1173367903
598	0.11717653
599	0.1169641785
600	0.1168475697
601	0.1167163869
602	0.1162391568
603	0.1160152763
604	0.1157380064
605	0.1154670705
606	0.1151974665
607	0.1150115832
608	0.114879835
609	0.1145922885
610	0.1144185141
611	0.1142331179
612	0.114095855
613	0.1138893893
614	0.1136902051
615	0.1134230337
616	0.1131697799
617	0.1129568994
618	0.1127808346
619	0.1126572025
620	0.1123942763
621	0.1120827785
622	0.1119378111
623	0.111692797
624	0.1114932969
625	0.1113047685
626	0.110994897
627	0.1107106079
628	0.1104280157
629	0.1102598877
630	0.1101277894
631	0.1099378988
632	0.1097324386
633	0.1095115105
634	0.1094096498
635	0.1092396216
636	0.108975963
637	0.1088071835
638	0.108647193
639	0.1084843391
640	0.108284544
641	0.108133767
642	0.1080261641
643	0.1077730676
644	0.1076275576
645	0.107456123
646	0.1071717282
647	0.1069816523
648	0.106718034
649	0.106412776
650	0.1062520983
651	0.1060369301
652	0.1057633985
653	0.1055946336
654	0.1054399133
655	0.1052043138
656	0.105077676
657	0.1049159245
658	0.104732379
659	0.1045025848
660	0.1041374101
661	0.1040214694
662	0.1037164369
663	0.1035321434
664	0.1034033721
665	0.1032338415
666	0.1029343881
667	0.1028425721
668	0.1026843652
669	0.1025228077
670	0.1023500082
671	0.102209539
672	0.1020753411
673	0.1019885376
674	0.1018203103
675	0.1016340979
676	0.1013763742
677	0.101263519
678	0.1011137345
679	0.1009762512
680	0.100839868
681	0.1005662831
682	0.1004189988
683	0.1002918548
684	0.1001003109
685	0.09998275828
686	0.09975180674
687	0.09963804731
688	0.09944763818
689	0.09926773516
690	0.09895201746
691	0.0988252371
692	0.09856179412
693	0.09844439702
694	0.09824135341
695	0.09808363321
696	0.09796418175
697	0.09774146435
698	0.0975013284
699	0.09734950693
700	0.09722275181
701	0.09702696139
702	0.09684492522
703	0.09667638409
704	0.0964634971
705	0.09624949682
706	0.09604331591
707	0.09586861921
708	0.09571499784
709	0.09543515036
710	0.09524567513
711	0.095214224
712	0.0950532154
713	0.09492862412
714	0.09483325976
715	0.09452533551
716	0.09440741177
717	0.09420140175
718	0.09405531051
719	0.09387913692
720	0.09377644434
721	0.09364077973
722	0.09355796287
723	0.09335452497
724	0.0931854746
725	0.09307922007
726	0.09291388787
727	0.09278844082
728	0.0925645245
729	0.09227531048
730	0.09219125651
731	0.09206479541
732	0.09185805512
733	0.09172051284
734	0.0914304618
735	0.09128741236
736	0.09116528508
737	0.090989662
738	0.0908663365
739	0.090626543
740	0.09034670235
741	0.0901781295
742	0.09005191773
743	0.08995441033
744	0.08974527289
745	0.08955952401
746	0.0893325833
747	0.0892656153
748	0.08916339172
749	0.0889968091
750	0.08892831134
751	0.08874018987
752	0.088535272
753	0.08840444637
754	0.08818416841
755	0.08799938037
756	0.08791253154
757	0.0877505795
758	0.08759262975
759	0.08750740755
760	0.08720693397
761	0.08695290938
762	0.08679626769
763	0.086534348
764	0.08631285305
765	0.08616123008
766	0.08596919159
767	0.08583304435
768	0.08573855283
769	0.0855356709
770	0.08540184303
771	0.08528099381
772	0.08518185124
773	0.08508089513
774	0.08497815446
775	0.08489273478
776	0.08475496022
777	0.08463578504
778	0.08455098102
779	0.08440480348
780	0.08433373633
781	0.08415974124
782	0.08408424271
783	0.0839617573
784	0.08387713644
785	0.08374962684
786	0.08367137165
787	0.08358489188
788	0.08346007515
789	0.08337061907
790	0.08316773031
791	0.08299913188
792	0.08284497432
793	0.0826285131
794	0.08241113197
795	0.08221224449
796	0.0820905712
797	0.08200473437
798	0.08187630623
799	0.08167230384
800	0.08161410412
801	0.08148159456
802	0.08138478502
803	0.08128976378
804	0.08120195276
805	0.08101322177
806	0.080801723
807	0.08059567887
808	0.08039527969
809	0.08023968753
810	0.08011036711
811	0.08002577387
812	0.07983242562
813	0.07975474004
814	0.07965338998
815	0.07949331833
816	0.07941220656
817	0.07916320035
818	0.07894696221
819	0.07884844997
820	0.07874867026
821	0.0785457682
822	0.07841359222
823	0.07832699068
824	0.07814746456
825	0.07803709313
826	0.07785834843
827	0.07766398954
828	0.07754037274
829	0.07747949312
830	0.07737955515
831	0.07722832103
832	0.07708583369
833	0.07700573187
834	0.07689125719
835	0.07668647473
836	0.0765810712
837	0.07644882393
838	0.07635872661
839	0.07628035921
840	0.07612995085
841	0.07603809864
842	0.0759176287
843	0.0758026342
844	0.07566156476
845	0.07555851097
846	0.07544487672
847	0.0753524167
848	0.07524619116
849	0.07509244972
850	0.07502822064
851	0.07490141334
852	0.07481154045
853	0.07469415972
854	0.0746127587
855	0.07447707056
856	0.07430635092
857	0.07417558157
858	0.07394229735
859	0.07384237199
860	0.07383340691
861	0.07372963104
862	0.07361879608
863	0.07340203607
864	0.07327988458
865	0.07310930854
866	0.07298868204
867	0.07275439537
868	0.072649204
869	0.07256421715
870	0.07232878239
871	0.07231862351
872	0.07216394545
873	0.07205661479
874	0.07196271914
875	0.07182628027
876	0.07159967996
877	0.07148062415
878	0.07138060057
879	0.07132256287
880	0.07123366514
881	0.07107840314
882	0.07096178747
883	0.0708858943
884	0.07082244187
885	0.07069895469
886	0.07065489398
887	0.07053650125
888	0.07045201682
889	0.07030129876
890	0.07017979738
891	0.07001756769
892	0.06993900314
893	0.06985206597
894	0.06975319253
895	0.06952986697
896	0.06932550268
897	0.06919443863
898	0.06908847846
899	0.06907582624
900	0.06906642832
901	0.06896365525
902	0.0688383627
903	0.06865933798
904	0.06862804648
905	0.06841729332
906	0.06840199462
907	0.06821589067
908	0.06804954136
909	0.06794801734
910	0.06775675959
911	0.06757976808
912	0.06736895284
913	0.0672770713
914	0.06721700483
915	0.06712670797
916	0.06695602789
917	0.06691934077
918	0.06677738246
919	0.06667335896
920	0.06656142468
921	0.06650207858
922	0.0663935132
923	0.06627678325
924	0.06615079114
925	0.06609479484
926	0.06595387513
927	0.06588925824
928	0.0658369095
929	0.06570079125
930	0.06568780102
931	0.06549947217
932	0.06536495669
933	0.06529494417
934	0.06511750651
935	0.06499672277
936	0.06479589349
937	0.06461744759
938	0.06454217792
939	0.06448759473
940	0.06429922291
941	0.0641682987
942	0.06402551463
943	0.06399074917
944	0.06381526935
945	0.06370011795
946	0.06358476224
947	0.06340062601
948	0.06321686737
949	0.06318768752
950	0.06299323995
951	0.06291352082
952	0.06279234859
953	0.06271945765
954	0.06252261156
955	0.06235733974
956	0.06219430475
957	0.06203382824
958	0.06185142165
959	0.06174512585
960	0.06163057783
961	0.06161573721
962	0.06145742932
963	0.06133974741
964	0.06123180007
965	0.06106843014
966	0.06098514395
967	0.0608482678
968	0.06067573939
969	0.06059213155
970	0.06048905014
971	0.06040225725
972	0.06034161912
973	0.06027028523
974	0.06020190651
975	0.06008535052
976	0.05990573981
977	0.05979963536
978	0.05969719621
979	0.05958492289
980	0.05942112557
981	0.05935243476
982	0.05921945551
983	0.05903003451
984	0.05892312271
985	0.05879381354
986	0.05874980877
987	0.05866478509
988	0.05861260894
989	0.0585368679
990	0.05851627283
991	0.05840221632
992	0.05826967264
993	0.05818258983
994	0.05800737195
995	0.05793967745
996	0.05777847954
997	0.05771506088
998	0.05763501603
999	0.0575535543
